bookingID,guestID,roomID,checkIn,checkOut,status
B12478,G00293,R0108,2023-12-25,2023-12-25,Checked Out
B12479,G01421,R0777,2024-05-03,2024-05-03,Checked In
B12480,G00230,R0496,2024-10-27,2024-10-27,Cancelled
B12481,G01181,R0808,2023-08-05,2023-08-05,Checked In
B12482,G01839,R0797,2024-07-18,,Checked Out
B12483,G01932,R0345,2024-09-01,2024-09-01,Cancelled
B12484,G01695,R0158,2024-09-27,,Checked In
B12485,G01508,R0350,2024-01-20,2024-01-20,Checked In
B12486,G00284,R0504,2025-03-01,2025-03-01,Checked Out
B12487,G01219,R0844,2025-03-15,2025-03-15,Checked In
B12488,G01702,R0631,2024-10-02,2024-10-02,Checked Out
B12489,G00933,R0074,2023-09-27,,Checked In
B12490,G01087,R0682,2024-08-01,2024-08-01,Confirmed
B12491,G01899,R0424,2023-07-10,2023-07-10,Confirmed
B12492,G00518,R0769,2024-08-16,,Checked Out
B12493,G01956,R0984,2023-07-26,2023-07-26,Confirmed
B12494,G01182,R0251,2023-09-02,2023-09-02,Confirmed
B12495,G01021,R0064,2024-10-09,2024-10-09,Checked Out
B12496,G01158,R0635,2023-10-22,2023-10-22,Checked In
B12497,G01941,R0423,2025-04-28,,Checked In
B12498,G00688,R0186,2023-08-04,2023-08-04,Confirmed
B12499,G00262,R0117,2024-04-22,2024-04-22,Checked Out
B12500,G00784,R0504,2025-03-30,2025-03-30,Cancelled
B12501,G00991,R0035,2025-03-10,,Checked Out
B12502,G01264,R0694,2023-09-26,2023-09-26,Checked In
B12503,G00258,R0577,2024-01-09,2024-01-09,Cancelled
B12504,G00301,R0741,2024-11-27,2024-11-27,Confirmed
B12505,G01562,R0450,2023-12-20,2023-12-20,Checked Out
B12506,G01352,R0190,2025-01-08,2025-01-08,Confirmed
B12507,G00841,R0995,2024-10-23,2024-10-23,Confirmed
B12508,G01729,R0475,2024-02-04,2024-02-04,Checked In
B12509,G00288,R0188,2024-04-13,2024-04-13,Checked In
B12510,G00135,R0028,2025-06-03,2025-06-03,Checked In
B12511,G01033,R0545,2023-10-06,,Confirmed
B12512,G00874,R0515,2023-11-04,,Checked In
B12513,G01097,R0633,2023-08-29,,Cancelled
B12514,G01305,R0804,2025-01-07,2025-01-07,Confirmed
B12515,G01451,R0564,2024-10-03,2024-10-03,Checked In
B12516,G01246,R0102,2023-07-29,2023-07-29,Checked In
B12517,G01832,R0388,2024-03-29,2024-03-29,Cancelled
B12518,G00818,R0556,2023-10-25,2023-10-25,Checked In
B12519,G00400,R0797,2025-02-15,2025-02-15,Cancelled
B12520,G00910,R0881,2024-07-23,2024-07-23,Confirmed
B12521,G01043,R0519,2025-04-25,2025-04-25,Cancelled
B12522,G00631,R0079,2024-06-10,,Cancelled
B12523,G00307,R0943,2024-01-18,,Checked In
B12524,G00079,R0644,2023-08-06,2023-08-06,Confirmed
B12525,G01762,R0060,2024-02-27,2024-02-27,Checked Out
B12526,G00808,R0668,2024-05-07,,Cancelled
B12527,G00549,R0676,2024-12-03,2024-12-03,Checked In
B12528,G01478,R0544,2025-04-24,2025-04-24,Cancelled
B12529,G00975,R0178,2023-08-27,2023-08-27,Confirmed
B12530,G00003,R0778,2023-11-17,,Checked Out
B12531,G01417,R0118,2025-06-01,2025-06-01,Cancelled
B12532,G00614,R0073,2024-08-25,2024-08-25,Checked Out
B12533,G00735,R0160,2024-11-21,,Cancelled
B12534,G01662,R0810,2024-04-15,2024-04-15,Confirmed
B12535,G00438,R0636,2025-02-16,2025-02-16,Confirmed
B12536,G01491,R0275,2023-09-04,2023-09-04,Checked In
B12537,G01676,R0860,2023-07-27,,Confirmed
B12538,G00416,R0737,2024-12-28,,Confirmed
B12539,G01933,R0511,2023-10-30,2023-10-30,Cancelled
B12540,G00760,R0942,2024-07-17,2024-07-17,Checked In
B12541,G01907,R0100,2024-09-22,2024-09-22,Checked In
B12542,G01481,R0150,2024-12-07,2024-12-07,Confirmed
B12543,G01163,R0463,2024-11-29,2024-11-29,Checked In
B12544,G01238,R0831,2023-10-05,2023-10-05,Confirmed
B12545,G00733,R0251,2024-10-28,2024-10-28,Cancelled
B12546,G01674,R0421,2023-10-31,,Confirmed
B12547,G01018,R0112,2023-10-06,2023-10-06,Checked In
B12548,G01617,R0259,2024-08-20,2024-08-20,Confirmed
B12549,G01943,R0056,2023-12-30,2023-12-30,Checked In
B12550,G00423,R0441,2023-10-27,2023-10-27,Cancelled
B12551,G00481,R0143,2023-10-09,2023-10-09,Checked Out
B12552,G00117,R0314,2024-10-23,2024-10-23,Checked In
B12553,G00141,R0005,2025-03-13,2025-03-13,Checked In
B12554,G01737,R0198,2025-03-12,2025-03-12,Confirmed
B12555,G00855,R0121,2025-04-06,2025-04-06,Checked Out
B12556,G00623,R0005,2024-01-28,2024-01-28,Cancelled
B12557,G00222,R0849,2023-08-28,2023-08-28,Confirmed
B12558,G00095,R0448,2024-04-24,2024-04-24,Checked In
B12559,G01459,R0129,2025-06-17,2025-06-17,Checked In
B12560,G00247,R0680,2025-02-21,2025-02-21,Cancelled
B12561,G00937,R0017,2024-07-12,,Checked In
B12562,G01157,R0340,2024-02-27,2024-02-27,Checked In
B12563,G00860,R0659,2025-01-30,2025-01-30,Checked In
B12564,G00891,R0888,2023-12-25,2023-12-25,Checked Out
B12565,G01519,R0961,2023-07-19,2023-07-19,Cancelled
B12566,G00415,R0084,2024-02-23,2024-02-23,Checked Out
B12567,G01212,R0648,2023-11-26,2023-11-26,Checked In
B12568,G01225,R0949,2024-09-11,,Checked Out
B12569,G01480,R0957,2025-01-27,2025-01-27,Checked In
B12570,G00060,R0633,2024-01-02,2024-01-02,Checked Out
B12571,G01672,R0071,2023-10-11,,Checked Out
B12572,G00983,R0231,2023-11-04,2023-11-04,Checked Out
B12573,G00305,R0574,2025-04-19,2025-04-19,Checked Out
B12574,G00230,R0196,2024-10-04,,Checked In
B12575,G01224,R0354,2024-10-17,2024-10-17,Checked Out
B12576,G01137,R0834,2024-10-13,2024-10-13,Checked In
B12577,G01717,R0030,2023-11-01,2023-11-01,Checked Out
B12578,G01027,R0328,2025-01-26,2025-01-26,Checked In
B12579,G01504,R0199,2024-12-18,2024-12-18,Cancelled
B12580,G00371,R0086,2025-05-19,2025-05-19,Checked Out
B12581,G01420,R0911,2024-08-21,2024-08-21,Checked In
B12582,G00660,R0111,2025-03-24,2025-03-24,Checked In
B12583,G01453,R0123,2023-12-20,2023-12-20,Checked In
B12584,G00853,R0606,2023-12-21,2023-12-21,Confirmed
B12585,G01441,R0485,2024-08-05,2024-08-05,Cancelled
B12586,G01444,R0326,2024-04-19,2024-04-19,Checked Out
B12587,G00479,R0370,2024-02-20,2024-02-20,Confirmed
B12588,G00518,R0397,2025-03-20,2025-03-20,Checked In
B12589,G01731,R0804,2023-11-21,2023-11-21,Checked Out
B12590,G01459,R0066,2024-03-26,2024-03-26,Checked In
B12591,G01465,R0662,2025-06-16,2025-06-16,Cancelled
B12592,G00312,R0056,2024-10-12,,Checked In
B12593,G01661,R0837,2024-10-07,2024-10-07,Checked In
B12594,G00807,R0678,2024-07-27,2024-07-27,Cancelled
B12595,G00531,R0515,2024-03-14,2024-03-14,Checked In
B12596,G01110,R0251,2024-05-02,2024-05-02,Cancelled
B12597,G00040,R0234,2025-05-16,2025-05-16,Checked In
B12598,G00310,R0644,2024-04-07,2024-04-07,Checked In
B12599,G00730,R0904,2024-01-25,,Confirmed
B12600,G00120,R0355,2025-04-14,,Confirmed
B12601,G00878,R0017,2025-03-25,2025-03-25,Checked In
B12602,G00834,R0654,2024-01-26,,Checked Out
B12603,G01243,R0767,2025-06-09,2025-06-09,Checked Out
B12604,G00477,R0360,2024-02-29,2024-02-29,Checked Out
B12605,G00719,R0244,2023-12-23,,Checked Out
B12606,G00956,R0220,2023-11-09,2023-11-09,Checked In
B12607,G01083,R0741,2023-11-01,2023-11-01,Cancelled
B12608,G01563,R0845,2025-03-31,2025-03-31,Checked In
B12609,G00257,R0029,2024-05-05,2024-05-05,Checked Out
B12610,G00572,R0721,2023-10-24,2023-10-24,Confirmed
B12611,G00012,R0160,2024-10-13,2024-10-13,Checked Out
B12612,G01611,R0844,2024-09-03,2024-09-03,Cancelled
B12613,G01596,R0743,2024-06-20,,Checked Out
B12614,G00316,R0503,2024-04-07,2024-04-07,Confirmed
B12615,G00950,R0291,2025-02-05,,Confirmed
B12616,G00317,R0855,2025-03-08,2025-03-08,Cancelled
B12617,G00990,R0953,2024-09-14,,Cancelled
B12618,G00399,R0188,2024-11-29,2024-11-29,Confirmed
B12619,G01053,R0911,2025-05-21,2025-05-21,Checked In
B12620,G01153,R0765,2024-12-02,2024-12-02,Checked Out
B12621,G00260,R0928,2024-01-14,2024-01-14,Cancelled
B12622,G00948,R0440,2025-06-03,2025-06-03,Cancelled
B12623,G00154,R0608,2024-08-29,2024-08-29,Checked Out
B12624,G01077,R0809,2023-07-12,2023-07-12,Checked Out
B12625,G00718,R0631,2025-03-25,,Checked Out
B12626,G00645,R0807,2023-12-04,,Cancelled
B12627,G00616,R0468,2024-10-07,2024-10-07,Checked In
B12628,G01621,R0209,2024-09-14,2024-09-14,Confirmed
B12629,G01050,R0448,2024-10-26,2024-10-26,Checked In
B12630,G01523,R0897,2023-10-19,2023-10-19,Checked In
B12631,G00669,R0734,2024-02-14,2024-02-14,Cancelled
B12632,G01021,R0042,2025-01-25,2025-01-25,Cancelled
B12633,G01732,R0455,2025-01-14,2025-01-14,Checked In
B12634,G00104,R0906,2023-09-11,2023-09-11,Cancelled
B12635,G01759,R0427,2024-09-06,2024-09-06,Confirmed
B12636,G01063,R0339,2024-05-06,2024-05-06,Confirmed
B12637,G01515,R0920,2023-12-22,2023-12-22,Confirmed
B12638,G00062,R0852,2025-02-16,2025-02-16,Checked In
B12639,G00367,R0279,2023-09-29,2023-09-29,Confirmed
B12640,G00454,R0591,2025-03-20,2025-03-20,Confirmed
B12641,G01846,R0814,2025-01-16,,Checked In
B12642,G01895,R0339,2024-04-28,2024-04-28,Checked Out
B12643,G01488,R0720,2023-07-31,2023-07-31,Cancelled
B12644,G01302,R0150,2024-02-01,2024-02-01,Checked Out
B12645,G01308,R0877,2024-08-28,2024-08-28,Cancelled
B12646,G01833,R0167,2024-04-11,2024-04-11,Confirmed
B12647,G00540,R0970,2023-09-22,2023-09-22,Cancelled
B12648,G01331,R0646,2025-03-05,2025-03-05,Checked Out
B12649,G01729,R0593,2024-03-12,2024-03-12,Checked In
B12650,G01075,R0448,2024-05-17,2024-05-17,Checked In
B12651,G01410,R0468,2024-01-15,2024-01-15,Checked In
B12652,G01466,R0272,2024-12-16,2024-12-16,Checked In
B12653,G00508,R0470,2023-09-12,2023-09-12,Checked In
B12654,G00318,R0705,2023-08-30,2023-08-30,Checked Out
B12655,G01440,R0779,2023-08-11,2023-08-11,Checked Out
B12656,G00578,R0844,2024-08-15,2024-08-15,Checked In
B12657,G01504,R0172,2025-04-24,2025-04-24,Confirmed
B12658,G00842,R0880,2023-12-02,2023-12-02,Confirmed
B12659,G00886,R0715,2023-09-26,2023-09-26,Confirmed
B12660,G00149,R0018,2024-03-09,2024-03-09,Checked Out
B12661,G00851,R0010,2024-08-29,2024-08-29,Checked Out
B12662,G01326,R0485,2024-11-18,2024-11-18,Cancelled
B12663,G00213,R0689,2024-05-30,2024-05-30,Confirmed
B12664,G01834,R0449,2024-11-11,2024-11-11,Confirmed
B12665,G01751,R0501,2024-11-03,2024-11-03,Checked Out
B12666,G00334,R0563,2025-06-02,,Cancelled
B12667,G01611,R0331,2025-02-15,2025-02-15,Checked Out
B12668,G00970,R0528,2024-04-07,,Confirmed
B12669,G00035,R0033,2024-01-01,,Cancelled
B12670,G00180,R0090,2024-08-15,2024-08-15,Checked In
B12671,G00525,R0915,2025-05-09,2025-05-09,Checked In
B12672,G00261,R0626,2024-10-12,2024-10-12,Checked In
B12673,G00366,R0615,2024-05-08,,Cancelled
B12674,G01580,R0920,2024-03-04,2024-03-04,Cancelled
B12675,G00906,R0236,2024-05-12,2024-05-12,Confirmed
B12676,G00383,R0102,2023-06-27,2023-06-27,Checked In
B12677,G00529,R0145,2024-01-28,2024-01-28,Checked Out
B12678,G00433,R0679,2023-10-31,2023-10-31,Confirmed
B12679,G01693,R0248,2023-10-17,2023-10-17,Checked In
B12680,G01335,R0592,2023-10-04,2023-10-04,Confirmed
B12681,G00841,R0691,2024-10-16,,Confirmed
B12682,G01397,R0470,2024-10-03,,Cancelled
B12683,G01638,R0641,2024-08-01,,Confirmed
B12684,G00506,R0128,2023-11-11,2023-11-11,Checked Out
B12685,G01732,R0224,2023-09-02,2023-09-02,Checked Out
B12686,G01529,R0645,2024-10-11,2024-10-11,Checked In
B12687,G01752,R0107,2023-12-24,,Checked In
B12688,G00389,R0167,2024-03-29,2024-03-29,Cancelled
B12689,G00947,R0193,2024-01-02,,Confirmed
B12690,G01008,R0337,2023-06-23,2023-06-23,Checked In
B12691,G00957,R0040,2024-02-15,2024-02-15,Checked In
B12692,G01797,R0886,2024-12-05,2024-12-05,Cancelled
B12693,G00552,R0324,2024-04-02,2024-04-02,Cancelled
B12694,G01106,R0177,2025-04-27,2025-04-27,Confirmed
B12695,G01816,R0958,2023-11-29,2023-11-29,Checked In
B12696,G01882,R0697,2023-09-16,2023-09-16,Checked Out
B12697,G01335,R0276,2024-08-28,2024-08-28,Confirmed
B12698,G00961,R0999,2024-09-29,2024-09-29,Confirmed
B12699,G01993,R0562,2024-07-04,2024-07-04,Cancelled
B12700,G00985,R0462,2024-03-01,2024-03-01,Checked Out
B12701,G01559,R0697,2025-04-29,2025-04-29,Checked In
B12702,G00029,R0276,2024-02-19,2024-02-19,Checked Out
B12703,G01937,R0355,2024-06-22,2024-06-22,Checked Out
B12704,G00644,R0380,2023-09-07,,Confirmed
B12705,G00862,R0331,2023-07-10,2023-07-10,Confirmed
B12706,G01745,R0252,2025-05-25,,Checked In
B12707,G01290,R0931,2023-09-10,,Cancelled
B12708,G01291,R0153,2025-05-17,,Cancelled
B12709,G00955,R0041,2024-12-31,2024-12-31,Checked Out
B12710,G00779,R0114,2023-08-01,2023-08-01,Confirmed
B12711,G00427,R0422,2025-05-15,2025-05-15,Confirmed
B12712,G01049,R0083,2023-07-10,2023-07-10,Confirmed
B12713,G01145,R0057,2024-05-23,2024-05-23,Checked Out
B12714,G01921,R0300,2024-09-18,2024-09-18,Confirmed
B12715,G01413,R0468,2024-04-21,2024-04-21,Checked In
B12716,G01264,R0845,2024-11-27,2024-11-27,Checked Out
B12717,G01053,R0276,2023-10-26,,Checked Out
B12718,G00907,R0601,2023-08-19,2023-08-19,Checked Out
B12719,G00276,R0002,2024-10-30,2024-10-30,Cancelled
B12720,G01375,R0598,2024-03-27,2024-03-27,Checked In
B12721,G01899,R0435,2023-08-04,2023-08-04,Checked Out
B12722,G00980,R0173,2025-04-13,2025-04-13,Checked Out
B12723,G00146,R0100,2024-07-23,,Cancelled
B12724,G00430,R0295,2023-07-05,2023-07-05,Checked In
B12725,G01388,R0697,2024-08-15,2024-08-15,Cancelled
B12726,G01079,R0267,2025-01-27,2025-01-27,Checked Out
B12727,G01124,R0300,2025-01-07,2025-01-07,Cancelled
B12728,G01103,R0309,2024-03-01,2024-03-01,Cancelled
B12729,G01502,R0253,2023-10-06,2023-10-06,Checked Out
B12730,G01457,R0787,2023-08-27,,Checked Out
B12731,G00272,R0305,2023-08-19,,Confirmed
B12732,G00311,R0783,2023-09-03,,Checked Out
B12733,G00741,R0534,2024-03-13,2024-03-13,Cancelled
B12734,G00723,R0720,2023-08-06,2023-08-06,Checked Out
B12735,G01313,R0632,2024-12-13,2024-12-13,Confirmed
B12736,G00016,R0172,2023-11-11,2023-11-11,Checked Out
B12737,G01999,R0667,2025-01-27,,Confirmed
B12738,G00640,R0542,2024-09-06,2024-09-06,Cancelled
B12739,G00258,R0171,2025-04-26,2025-04-26,Cancelled
B12740,G00137,R0571,2023-11-20,2023-11-20,Checked Out
B12741,G00821,R0728,2025-05-30,2025-05-30,Confirmed
B12742,G01452,R0600,2024-10-29,2024-10-29,Cancelled
B12743,G00161,R0070,2025-05-21,2025-05-21,Confirmed
B12744,G00264,R0258,2025-01-26,,Checked Out
B12745,G00706,R0268,2023-11-23,,Checked In
B12746,G00538,R0808,2025-06-11,2025-06-11,Confirmed
B12747,G01785,R0266,2023-10-03,2023-10-03,Confirmed
B12748,G00572,R0797,2024-11-05,2024-11-05,Cancelled
B12749,G01349,R0952,2025-05-07,,Checked In
B12750,G01829,R0260,2024-05-16,2024-05-16,Cancelled
B12751,G01109,R0363,2024-01-21,2024-01-21,Checked In
B12752,G00128,R0156,2024-01-08,2024-01-08,Confirmed
B12753,G01258,R0575,2024-02-03,2024-02-03,Confirmed
B12754,G01164,R0774,2023-11-04,2023-11-04,Checked Out
B12755,G00315,R0642,2024-08-24,2024-08-24,Confirmed
B12756,G00643,R0329,2024-01-13,,Checked In
B12757,G01504,R0135,2024-02-24,2024-02-24,Checked In
B12758,G01523,R0210,2024-06-18,2024-06-18,Checked Out
B12759,G00696,R0037,2024-06-30,2024-06-30,Confirmed
B12760,G00747,R0443,2025-02-09,2025-02-09,Confirmed
B12761,G01311,R0475,2024-10-05,2024-10-05,Cancelled
B12762,G01454,R0940,2024-09-29,,Cancelled
B12763,G00659,R0061,2024-02-17,,Confirmed
B12764,G00260,R0388,2025-05-11,2025-05-11,Checked In
B12765,G01087,R0920,2023-07-16,2023-07-16,Confirmed
B12766,G01072,R0900,2024-05-09,,Cancelled
B12767,G01276,R0285,2024-04-15,,Checked In
B12768,G00143,R0353,2024-04-30,2024-04-30,Checked In
B12769,G00859,R0560,2024-04-02,2024-04-02,Cancelled
B12770,G00025,R0030,2024-09-16,,Checked In
B12771,G00248,R0895,2023-06-21,2023-06-21,Confirmed
B12772,G00532,R0944,2025-01-21,2025-01-21,Checked Out
B12773,G00849,R0116,2023-12-27,2023-12-27,Cancelled
B12774,G01592,R0212,2024-04-27,2024-04-27,Cancelled
B12775,G01381,R0435,2023-08-18,2023-08-18,Cancelled
B12776,G00931,R0656,2025-02-05,2025-02-05,Confirmed
B12777,G01205,R0735,2024-12-17,2024-12-17,Cancelled
B12778,G00465,R0416,2024-02-17,,Checked In
B12779,G01506,R0623,2023-07-19,2023-07-19,Checked Out
B12780,G01039,R0328,2023-08-11,2023-08-11,Cancelled
B12781,G00921,R0739,2024-01-14,,Confirmed
B12782,G01542,R0961,2023-09-07,2023-09-07,Cancelled
B12783,G00924,R0880,2025-04-18,2025-04-18,Cancelled
B12784,G00463,R0310,2023-09-19,2023-09-19,Checked In
B12785,G01056,R0020,2024-12-16,2024-12-16,Confirmed
B12786,G01759,R0550,2023-10-14,2023-10-14,Cancelled
B12787,G01112,R0100,2024-01-02,2024-01-02,Cancelled
B12788,G00699,R0757,2025-03-11,2025-03-11,Checked In
B12789,G00923,R0551,2023-09-09,2023-09-09,Checked Out
B12790,G00610,R0261,2023-06-29,2023-06-29,Cancelled
B12791,G01364,R0304,2024-04-16,,Confirmed
B12792,G01948,R0059,2023-07-01,2023-07-01,Confirmed
B12793,G01956,R0999,2023-07-16,2023-07-16,Checked Out
B12794,G01021,R0395,2024-08-18,2024-08-18,Confirmed
B12795,G01266,R0940,2024-09-28,2024-09-28,Checked Out
B12796,G00113,R0330,2024-09-19,,Confirmed
B12797,G01930,R0211,2025-06-03,2025-06-03,Cancelled
B12798,G01363,R0587,2025-04-07,2025-04-07,Confirmed
B12799,G01047,R0912,2025-06-10,,Cancelled
B12800,G01679,R0483,2024-04-21,,Confirmed
B12801,G01800,R0722,2023-07-14,2023-07-14,Checked Out
B12802,G01078,R0228,2025-06-06,2025-06-06,Checked Out
B12803,G01222,R0859,2024-06-17,,Checked Out
B12804,G00152,R0680,2024-11-12,,Checked Out
B12805,G01364,R0600,2024-04-19,2024-04-19,Checked Out
B12806,G01379,R0198,2024-06-22,2024-06-22,Cancelled
B12807,G00485,R0176,2023-08-29,2023-08-29,Confirmed
B12808,G01867,R0900,2024-01-23,2024-01-23,Checked Out
B12809,G01998,R0591,2024-10-09,,Checked In
B12810,G00211,R0052,2023-10-29,2023-10-29,Checked In
B12811,G00211,R0446,2024-04-27,,Checked In
B12812,G00961,R0519,2023-07-14,,Confirmed
B12813,G00079,R0156,2025-01-17,2025-01-17,Cancelled
B12814,G01754,R0503,2024-02-21,2024-02-21,Confirmed
B12815,G01498,R0902,2023-06-26,,Checked Out
B12816,G01629,R0677,2024-09-30,,Confirmed
B12817,G00109,R0870,2024-12-05,2024-12-05,Checked In
B12818,G00525,R0252,2025-05-03,2025-05-03,Checked Out
B12819,G00487,R0936,2023-08-15,,Checked Out
B12820,G01574,R0024,2023-07-12,2023-07-12,Confirmed
B12821,G00594,R0815,2024-06-28,2024-06-28,Cancelled
B12822,G01567,R0439,2023-07-13,,Cancelled
B12823,G00385,R0248,2024-10-09,,Cancelled
B12824,G01674,R0855,2025-05-15,2025-05-15,Checked In
B12825,G00078,R0608,2024-02-16,2024-02-16,Checked In
B12826,G01441,R0810,2024-08-25,2024-08-25,Checked In
B12827,G01314,R0662,2024-04-23,2024-04-23,Cancelled
B12828,G01196,R0753,2025-03-12,2025-03-12,Confirmed
B12829,G01709,R0372,2023-11-11,2023-11-11,Checked Out
B12830,G01222,R0596,2024-02-20,2024-02-20,Confirmed
B12831,G00579,R0671,2024-08-14,2024-08-14,Confirmed
B12832,G00207,R0709,2023-12-25,2023-12-25,Checked In
B12833,G01903,R0918,2024-09-05,,Checked Out
B12834,G01538,R0553,2024-02-13,2024-02-13,Confirmed
B12835,G01010,R0144,2024-08-10,2024-08-10,Checked In
B12836,G00829,R0501,2023-07-24,,Checked In
B12837,G01608,R0695,2025-01-09,2025-01-09,Checked In
B12838,G01330,R0177,2023-12-05,2023-12-05,Confirmed
B12839,G01238,R0678,2025-01-04,2025-01-04,Cancelled
B12840,G00494,R0594,2023-09-11,2023-09-11,Cancelled
B12841,G01918,R0058,2023-09-29,2023-09-29,Checked In
B12842,G01075,R0930,2025-03-13,2025-03-13,Checked In
B12843,G00497,R0721,2023-10-23,2023-10-23,Checked In
B12844,G00083,R0039,2025-01-17,2025-01-17,Confirmed
B12845,G00250,R0358,2025-03-30,2025-03-30,Checked In
B12846,G00700,R0271,2024-05-01,2024-05-01,Cancelled
B12847,G00631,R0905,2023-08-31,2023-08-31,Cancelled
B12848,G00285,R0695,2024-05-30,2024-05-30,Checked In
B12849,G00975,R0062,2025-06-13,2025-06-13,Confirmed
B12850,G00773,R0116,2025-01-21,2025-01-21,Checked Out
B12851,G00099,R0417,2024-12-15,2024-12-15,Cancelled
B12852,G00240,R0021,2024-09-18,2024-09-18,Confirmed
B12853,G00523,R0319,2024-01-14,2024-01-14,Confirmed
B12854,G00294,R0263,2024-02-18,2024-02-18,Checked Out
B12855,G01905,R0117,2024-06-23,2024-06-23,Cancelled
B12856,G01536,R0126,2024-06-11,2024-06-11,Confirmed
B12857,G01716,R0457,2023-11-29,2023-11-29,Checked In
B12858,G00474,R0205,2024-04-08,,Checked Out
B12859,G01056,R0414,2024-06-14,,Checked In
B12860,G01800,R0797,2024-10-17,2024-10-17,Checked In
B12861,G00641,R0372,2025-01-28,2025-01-28,Cancelled
B12862,G01417,R0915,2025-05-03,2025-05-03,Checked Out
B12863,G00500,R0891,2024-03-22,2024-03-22,Checked Out
B12864,G00346,R0818,2024-01-20,2024-01-20,Cancelled
B12865,G01074,R0992,2024-05-20,,Cancelled
B12866,G01565,R0930,2024-01-03,2024-01-03,Cancelled
B12867,G01423,R0480,2024-04-06,2024-04-06,Checked In
B12868,G01201,R0834,2024-06-29,2024-06-29,Checked Out
B12869,G01491,R0693,2023-12-15,2023-12-15,Cancelled
B12870,G01771,R0961,2024-10-18,,Cancelled
B12871,G01663,R0796,2025-02-01,2025-02-01,Cancelled
B12872,G01435,R0202,2025-04-16,,Cancelled
B12873,G00269,R0930,2023-08-07,,Checked In
B12874,G01585,R0911,2025-01-22,2025-01-22,Cancelled
B12875,G01573,R0606,2024-03-30,2024-03-30,Cancelled
B12876,G00044,R0691,2023-08-25,2023-08-25,Checked In
B12877,G00153,R0842,2023-08-08,2023-08-08,Cancelled
B12878,G01481,R0916,2024-12-14,2024-12-14,Confirmed
B12879,G01345,R0529,2025-04-29,2025-04-29,Checked Out
B12880,G01092,R0929,2025-01-07,2025-01-07,Checked In
B12881,G01500,R0132,2024-06-11,2024-06-11,Confirmed
B12882,G01981,R0507,2023-09-26,2023-09-26,Cancelled
B12883,G00757,R0022,2025-05-21,2025-05-21,Checked In
B12884,G00133,R0384,2024-09-30,2024-09-30,Cancelled
B12885,G01476,R0348,2024-11-20,2024-11-20,Checked Out
B12886,G01149,R0466,2024-09-19,,Confirmed
B12887,G01091,R0159,2024-07-17,,Cancelled
B12888,G01946,R0137,2025-01-13,2025-01-13,Checked Out
B12889,G01584,R0060,2024-01-09,2024-01-09,Checked In
B12890,G00177,R0635,2024-06-03,2024-06-03,Checked Out
B12891,G01542,R0563,2023-10-15,2023-10-15,Checked Out
B12892,G00185,R0355,2024-04-30,2024-04-30,Checked In
B12893,G00560,R0229,2024-06-03,2024-06-03,Cancelled
B12894,G01032,R0466,2024-05-24,,Checked Out
B12895,G00030,R0476,2024-07-10,2024-07-10,Checked Out
B12896,G01130,R0061,2024-12-30,2024-12-30,Checked In
B12897,G01235,R0700,2024-05-12,2024-05-12,Checked Out
B12898,G00579,R0162,2024-01-25,,Checked In
B12899,G00424,R0904,2024-05-09,2024-05-09,Checked Out
B12900,G00282,R0902,2024-09-17,2024-09-17,Checked Out
B12901,G00225,R0050,2023-12-09,,Checked Out
B12902,G00679,R0281,2025-01-24,,Checked In
B12903,G01040,R0959,2023-12-01,2023-12-01,Checked In
B12904,G01790,R0413,2025-06-05,2025-06-05,Confirmed
B12905,G01675,R0658,2023-08-06,2023-08-06,Confirmed
B12906,G01344,R0496,2024-02-21,2024-02-21,Cancelled
B12907,G01208,R0720,2024-12-10,2024-12-10,Checked Out
